resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3979,0,10,10,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3368,0,11,11,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3505,0,12,12,30,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2996,0,13,13,41,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3657,0,14,14,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2986,0,15,15,3,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2993,0,16,16,15,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3031,0,17,17,2,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,1,,0,18,18,49,1,E,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3065,0,19,19,8,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.4835,0,20,20,31,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.5039,0,21,21,18,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3313,0,22,22,42,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3197,0,23,23,45,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2985,0,24,24,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3091,0,25,25,47,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,0,0.2632,0,26,26,39,1,M,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3306,0,27,27,12,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3074,0,28,28,13,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,0,0.2985,0,29,29,9,1,W,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3155,0,30,30,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2896,0,31,31,25,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3328,0,32,32,5,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2918,0,33,33,36,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2823,0,34,34,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3146,0,35,35,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.286,0,36,36,6,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.2848,0,37,37,26,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,0,0.3066,0,38,38,14,1,Y,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,1,,0,39,39,44,1,F,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,1,,0,40,40,29,1,T,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.4651,0,41,41,17,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.351,0,42,42,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,1,,0,43,43,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.4875,0,44,44,16,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.4346,0,45,45,21,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3815,0,46,46,43,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3545,0,47,47,1,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,space,1,0.3663,0,48,48,22,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,1,,0,49,49,4,1,V,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,z,15.7254,space,1,0.6541,0,0,0,31,1,L,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.3578,0,1,1,21,1,R,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.2918,0,2,2,27,1,F,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.3364,0,3,3,42,1,Y,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.3221,0,4,4,13,1,Z,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.2968,0,5,5,25,1,I,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.5997,0,6,6,10,1,H,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,,1,,0,7,7,4,1,X,none,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.2441,0,8,8,7,1,A,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,0,0.2611,0,9,9,9,1,X,none,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.2444,0,10,10,32,1,Z,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.2965,0,11,11,40,1,R,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.4435,0,12,12,18,1,W,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.265,0,13,13,17,1,M,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.2866,0,14,14,3,1,T,space,,
,,,,,,,,,,,,,,,,WRO90,001,,2024-02-08_10h16.35.333,Trial go no go,2020.2.10,MacIntel,60,IwAR0JRSQvI-iuVEUmDHOPasYt00Nuj786ux6qQ3mzzc2AG3ztO_9hkhK4DRw,,,,,,,,,,,,,,,space,1,0.3135,0,15,15,2,1,R,space,,
