resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,19.2344,space,27.7245,space,30.5135,space,1,0.7331,0,0,0,3,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,9,1,V,none,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,2,2,4,1,W,none,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4004,0,3,3,5,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5001,0,4,4,13,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3867,0,5,5,0,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.402,0,6,6,8,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,7,7,14,1,K,none,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4314,0,8,8,12,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4426,0,9,9,7,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3804,0,10,10,6,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4275,0,11,11,2,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4026,0,12,12,10,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3862,0,13,13,11,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4173,0,14,14,1,1,X,space,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,space,10.5495,space,1,0.4693,0,0,0,42,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA61,001,WWA61,2023-10-26_12h54.23.327,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.5397,0,1,1,32,1,X,space,,,,,,,,,,,,,,
