resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,13.961,space,21.8978,space,5.3037,space,1,0.6042,0,0,0,10,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,9,1,V,none,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4139,0,2,2,12,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.419,0,3,3,0,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.416,0,4,4,11,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3823,0,5,5,6,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.399,0,6,6,5,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,7,7,14,1,K,none,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4284,0,8,8,1,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4814,0,9,9,13,1,X,space,WRO82,001,,2023-12-28_11h25.54.381,Trial go no go,2020.2.10,MacIntel,60,IwAR0m1HOBXGOncvQNsguCdubMQudtLmKTyISJGLs7EdyfyaHmgjRyvWZOh_Q,,,,,,,,,,,,,,,,,,,,,,,,,,
