resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,13.177,space,30.2823,space,16.1897,space,0,0.6147,0,0,0,9,1,V,none,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,1.0116,0,1,1,10,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.6426,0,2,2,2,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4673,0,3,3,6,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5671,0,4,4,1,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,5,5,14,1,K,none,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5222,0,6,6,11,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4948,0,7,7,8,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5011,0,8,8,0,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5728,0,9,9,7,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4327,0,10,10,5,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3763,0,11,11,3,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3148,0,12,12,13,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,13,13,4,1,W,none,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4105,0,14,14,12,1,X,space,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,space,10.6825,space,1,0.5525,0,0,0,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,1,,0,1,1,24,1,H,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3403,0,2,2,2,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.4656,0,3,3,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3889,0,4,4,18,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,1,,0,5,5,44,1,F,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3194,0,6,6,12,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.4931,0,7,7,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3543,0,8,8,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3204,0,9,9,45,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2651,0,10,10,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2783,0,11,11,5,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2781,0,12,12,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2987,0,13,13,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM04K,001,PUM04K,2023-11-23_09h27.13.310,Trial go no go,2020.2.10,Win32,60,,,,1,,0,14,14,49,1,E,none,,,,,,,,,,,,,,
