resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,13.9392,space,18.5087,space,19.7218,space,1,1.0799,0,0,0,6,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,9,1,V,none,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,2,2,4,1,W,none,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5355,0,3,3,11,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5702,0,4,4,3,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.42,0,5,5,7,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3684,0,6,6,8,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3561,0,7,7,5,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.344,0,8,8,13,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4031,0,9,9,12,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.303,0,10,10,0,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,11,11,14,1,K,none,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4322,0,12,12,2,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3529,0,13,13,10,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4034,0,14,14,1,1,X,space,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,space,5.957,space,1,0.5031,0,0,0,22,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4404,0,1,1,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3166,0,2,2,3,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3205,0,3,3,8,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3093,0,4,4,48,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3236,0,5,5,45,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3108,0,6,6,26,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.304,0,7,7,42,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3023,0,8,8,30,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.2814,0,9,9,33,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.307,0,10,10,16,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.2606,0,11,11,37,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.188,0,12,12,41,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.184,0,13,13,21,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,0,0.3022,0,14,14,19,1,K,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.5644,0,15,15,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3852,0,16,16,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4583,0,17,17,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,1,,0,18,18,24,1,H,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3258,0,19,19,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4209,0,20,20,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.34,0,21,21,1,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3106,0,22,22,13,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3203,0,23,23,38,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3097,0,24,24,36,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,,1,,0,25,25,49,1,E,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA42,001,WWA42,2023-08-29_10h09.34.094,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.265,0,26,26,25,1,X,space,,,,,,,,,,,,,,
