resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,17.5867,space,33.1033,space,20.8457,,0,0,0,0,3,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,1,1,13,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.6253,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,2,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.4573,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,3,3,14,1,K,none,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,4,4,4,1,W,none,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,8,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.4891,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,6,6,0,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,6,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,7,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.415,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,12,1,X,space,WRO95,001,,2024-03-14_07h40.46.716,Trial go no go,2020.2.10,MacIntel,60,IwAR2yxRdY4T8OEkM2cj0ep95V94hNCSxz5kS2J9-BaHQEjSQ0pKtWrb-nRog,0.4329,,,,,,,,,,,,,,,,,,,,,,,,,,
