resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_trial_Test1.rt,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,19.0495,space,41.2224,space,17.2572,,1,0,0,0,14,1,K,none,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,1,1,7,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.5746,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,2,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.5868,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,3,3,4,1,W,none,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,8,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.7317,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,5,5,9,1,V,none,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,6,6,11,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.6922,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,1,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.6598,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,13,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.5175,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,0,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.4248,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,10,10,12,1,X,space,WWA82,001,WWA82,2023-11-28_10h47.22.242,Trial go no go,2020.2.10,MacIntel,60,0.7855,,,,,,,,,,,,,,,,,,,,,,,,,,
