resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,18.8154,space,19.7061,space,0.8263,,1,0,0,0,14,1,K,none,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,1,1,4,1,W,none,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,0,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.4956,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,3,3,6,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.4348,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,5,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.4382,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,11,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,6,6,10,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.3519,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,8,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,13,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.3709,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,7,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.3964,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,10,10,12,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.3525,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0,0,11,11,9,1,V,none,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.3908,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,12,12,3,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.8721,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,13,13,1,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.4392,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,14,14,2,1,X,space,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,0.4718,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,space,7.7091,space,1,0.5218,0,0,0,30,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,,1,,0,1,1,39,1,M,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.5484,0,2,2,3,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.4698,0,3,3,8,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3496,0,4,4,33,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.274,0,5,5,47,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3194,0,6,6,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,0,0.2644,0,7,7,9,1,W,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.4053,0,8,8,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,,1,,0,9,9,24,1,H,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3845,0,10,10,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3219,0,11,11,16,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,0,0.242,0,12,12,14,1,Y,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3818,0,13,13,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,,1,,0,14,14,4,1,V,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.2996,0,15,15,42,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.5426,0,16,16,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.4003,0,17,17,41,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3696,0,18,18,31,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3737,0,19,19,48,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3834,0,20,20,6,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3742,0,21,21,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA71,001,WWA71,2023-10-12_12h01.18.829,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3359,0,22,22,43,1,X,space,,,,,,,,,,,,,,
