resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,34.7229,space,47.0708,space,20.9721,space,1,0.5918,0,0,0,8,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.6033,0,1,1,7,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,2,2,14,1,K,none,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.6338,0,3,3,0,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.6021,0,4,4,13,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,5,5,4,1,W,none,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5149,0,6,6,11,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5091,0,7,7,5,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.669,0,8,8,6,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,9,9,9,1,V,none,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5142,0,10,10,3,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.554,0,11,11,12,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5432,0,12,12,2,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4709,0,13,13,10,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5396,0,14,14,1,1,X,space,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,space,37.7398,space,1,0.4687,0,0,0,18,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.3877,0,1,1,31,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,1,,0,2,2,49,1,E,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4499,0,3,3,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.572,0,4,4,8,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4731,0,5,5,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,0,0.3607,0,6,6,29,1,T,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.7718,0,7,7,25,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.5695,0,8,8,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,1,,0,9,9,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4976,0,10,10,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.5414,0,11,11,37,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4861,0,12,12,43,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4703,0,13,13,28,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.5006,0,14,14,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.5043,0,15,15,48,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4574,0,16,16,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4433,0,17,17,38,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.4421,0,18,18,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,space,1,0.6542,0,19,19,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WWA56,001,WWA56 ,2023-08-24_10h12.10.637,Trial go no go,2020.2.10,MacIntel,60,,,,1,,0,20,20,39,1,M,none,,,,,,,,,,,,,,
