resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,2.2318,space,1.0357,space,1.5851,space,1,0.4585,0,0,0,11,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,4,1,W,none,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5428,0,2,2,7,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4094,0,3,3,10,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,4,4,14,1,K,none,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,5,5,9,1,V,none,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,0,6,6,8,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5698,0,7,7,5,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4024,0,8,8,3,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.318,0,9,9,13,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3585,0,10,10,1,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3008,0,11,11,12,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5089,0,12,12,2,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3507,0,13,13,0,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3917,0,14,14,6,1,X,space,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM29K,001,PUM29K,2024-04-09_08h09.17.407,Trial go no go,2020.2.10,Win32,60,space,4.3098,space,1,0.3898,0,0,0,6,1,X,space,,,,,,,,,,,,,,
