resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,86.0238,space,16.8985,space,13.6151,space,1,0.4111,0,0,0,6,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5369,0,1,1,0,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,2,2,14,1,K,none,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4333,0,3,3,12,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.401,0,4,4,5,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4007,0,5,5,7,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4501,0,6,6,13,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.443,0,7,7,3,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3757,0,8,8,8,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,9,9,9,1,V,none,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4253,0,10,10,2,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0,0.384,0,11,11,4,1,W,none,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5423,0,12,12,1,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4241,0,13,13,10,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3674,0,14,14,11,1,X,space,PUM24K,001,PUM24K,2024-03-19_08h34.39.729,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
