resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,21.9227,space,25.5203,space,12.0872,,0,0,0,0,0,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,1,1,6,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.5696,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,1,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.3845,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,3,3,5,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.3557,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,8,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.4141,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,10,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.4441,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,6,6,14,1,K,none,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,7,7,4,1,W,none,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,12,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.3877,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,11,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,10,10,2,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.4521,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,11,11,7,1,X,space,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,0.4043,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,12,12,9,1,V,none,WWA83,001,WWA83,2023-12-01_12h38.35.655,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
