resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,15.6305,space,27.6582,space,15.0194,,1,0,0,0,9,1,V,none,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,1,1,0,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.6818,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,7,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.6706,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,3,3,13,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.9767,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,6,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.9043,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,11,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,1.0345,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,6,6,14,1,K,none,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,1,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.6014,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,10,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,12,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,10,10,5,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.4196,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,11,11,2,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.4953,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,12,12,8,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.8135,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,13,13,4,1,W,none,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,14,14,3,1,X,space,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,0.5229,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,space,10.099,space,1,0.7959,0,0,0,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.593,0,1,1,47,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3702,0,2,2,28,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,space,0,0.2983,0,3,3,14,1,Y,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.4855,0,4,4,36,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,,1,,0,5,5,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.3994,0,6,6,17,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA59,001,WWA59,2023-08-21_10h24.57.247,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0.4894,0,7,7,2,1,X,space,,,,,,,,,,,,,,
