resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,19.9986,space,15.9671,space,2.0917,space,1,0.7532,0,0,0,8,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,4,1,W,none,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5677,0,2,2,12,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5682,0,3,3,11,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3776,0,4,4,6,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4175,0,5,5,10,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5402,0,6,6,1,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4508,0,7,7,13,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.528,0,8,8,2,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,9,9,14,1,K,none,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4343,0,10,10,3,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5343,0,11,11,7,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4212,0,12,12,5,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4545,0,13,13,0,1,X,space,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,14,14,9,1,V,none,PUM17K,001,PUM17K,2024-03-04_07h45.39.215,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
