resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,56.957,space,28.8136,space,15.0401,space,1,0.5925,0,0,0,8,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4155,0,1,1,5,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.2926,0,2,2,11,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,3,3,4,1,W,none,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4585,0,4,4,1,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,5,5,9,1,V,none,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3085,0,6,6,3,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4529,0,7,7,13,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,8,8,14,1,K,none,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3528,0,9,9,12,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3418,0,10,10,0,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.2834,0,11,11,2,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3267,0,12,12,7,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.284,0,13,13,6,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3082,0,14,14,10,1,X,space,PUM25K,001,PUM25K,2024-03-21_07h55.11.236,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
