resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_trial_Test1.rt,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,11.732,space,3.5927,space,4.2294,space,1,0.57,0,0,0,12,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0,0.5161,0,1,1,9,1,V,none,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.7018,0,2,2,3,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5365,0,3,3,2,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4687,0,4,4,11,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5085,0,5,5,13,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4659,0,6,6,6,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5236,0,7,7,10,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4176,0,8,8,5,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,9,9,4,1,W,none,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3896,0,10,10,8,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.6621,0,11,11,0,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,12,12,14,1,K,none,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.378,0,13,13,1,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4174,0,14,14,7,1,X,space,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,space,3.824,,1,0,0,0,24,1,H,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,1,1,1,1,X,space,0.2525,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,2,2,31,1,X,space,0.6533,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,3,3,40,1,X,space,0.3437,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,1,0,4,4,34,1,N,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,5,5,28,1,X,space,0.2507,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,6,6,16,1,X,space,0.3016,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,7,7,38,1,X,space,0.3095,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,,1,0,8,8,14,1,Y,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,9,9,36,1,X,space,0.3655,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,10,10,45,1,X,space,0.2876,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,11,11,11,1,X,space,0.3268,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,12,12,22,1,X,space,0.3288,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,13,13,5,1,X,space,0.327,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,14,14,33,1,X,space,0.3242,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM20B,001,PUM20B,2023-11-16_08h44.56.840,Trial go no go,2020.2.10,Win32,60,,,space,1,0,15,15,17,1,X,space,0.337,,,,,,,,,,,,,,
