resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,1,,0,37,37,19,1,K,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.3021,0,38,38,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.4918,0,39,39,37,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,1,,0,40,40,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.3928,0,41,41,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,1,,0,42,42,9,1,W,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.4824,0,43,43,22,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.382,0,44,44,26,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.4449,0,45,45,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.3335,0,46,46,25,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.3527,0,47,47,6,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.3659,0,48,48,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,space,1,0.3493,0,49,49,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,z,22.4868,space,1,0.8126,0,0,0,13,1,Z,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.359,0,1,1,21,1,R,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.5302,0,2,2,33,1,V,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,3,3,24,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.366,0,4,4,38,1,E,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.365,0,5,5,2,1,R,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4952,0,6,6,48,1,K,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4297,0,7,7,27,1,F,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3513,0,8,8,1,1,E,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4465,0,9,9,16,1,N,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3533,0,10,10,5,1,Y,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3996,0,11,11,10,1,H,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3319,0,12,12,8,1,F,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3148,0,13,13,18,1,W,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,14,14,49,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,15,15,44,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.7112,0,16,16,32,1,Z,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4108,0,17,17,30,1,K,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3337,0,18,18,37,1,W,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,0,0.3465,0,19,19,19,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3474,0,20,20,20,1,E,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.7511,0,21,21,15,1,V,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4137,0,22,22,17,1,M,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4463,0,23,23,3,1,T,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3528,0,24,24,36,1,M,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3151,0,25,25,11,1,K,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,26,26,34,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3137,0,27,27,12,1,L,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,28,28,14,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.396,0,29,29,6,1,I,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4067,0,30,30,45,1,A,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3322,0,31,31,43,1,I,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.336,0,32,32,28,1,H,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.2797,0,33,33,42,1,Y,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3833,0,34,34,23,1,Y,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3214,0,35,35,31,1,L,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,36,36,4,1,X,none,,
