resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,37,37,39,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3637,0,38,38,22,1,T,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3513,0,39,39,41,1,T,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,40,40,29,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3732,0,41,41,47,1,H,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4081,0,42,42,46,1,F,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.6259,0,43,43,0,1,W,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3819,0,44,44,25,1,I,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,1,,0,45,45,9,1,X,none,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3782,0,46,46,26,1,A,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.4328,0,47,47,35,1,N,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.3619,0,48,48,7,1,A,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,space,1,0.333,0,49,49,40,1,R,space,,
,,,,,,,,,,,,,,,WRO101,001,,2024-04-17_14h42.34.780,Trial go no go,2020.2.10,MacIntel,60,IwZXh0bgNhZW0CMTAAAR1-Mhz30feNU64iW6Es1ez4vV2DGzkIv6PmQmK0UbZcyLQfKBvWGUwOtMw_aem_ASn3m2Z4IYEN3vOk7A5A4eeM6PTXot8dO1xM3r5tqo7-sm5mqSnWlJFf20E_fw5iuuwTlbSkbFPu5tRWovzBSOPQ,,,,,,,,,,,,,,,,,,,,,,,,,,space,25.3544
