resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,856.1665,space,19.4539,space,10.5409,,0,0,0,0,8,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,1,1,14,1,K,none,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,1,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,0.5426,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,3,3,7,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,13,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,0.4507,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,11,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,6,6,10,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,0.4198,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,5,1,X,space,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,0.3741,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,8,8,9,1,V,none,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,9,9,4,1,W,none,WWA60,001,WWA60,2023-10-06_10h04.44.194,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
