resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,22.2476,space,13.2314,space,6.7848,,1,0,0,0,4,1,W,none,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,1,1,11,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.6071,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,2,2,9,1,V,none,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,3,3,1,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.5204,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,0,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.4998,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,13,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.4616,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,6,6,14,1,K,none,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,6,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.5498,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,8,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.5571,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,10,1,X,space,wro60,001,,2023-07-31_09h14.21.487,Trial go no go,2020.2.10,MacIntel,60,IwAR35Qt1DM7YjYiE23_qAq2KgQS3q_FRjAg-T9Y2_mND98LSOYGo_ZUPeYLE,0.5005,,,,,,,,,,,,,,,,,,,,,,,,,,
