resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,23.0641,space,20.7747,space,17.1594,space,1,0.6484,0,0,0,8,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4282,0,1,1,5,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.6179,0,2,2,11,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3759,0,3,3,1,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3335,0,4,4,3,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4514,0,5,5,6,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3925,0,6,6,0,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4092,0,7,7,10,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,8,8,14,1,K,none,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4657,0,9,9,12,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,10,10,4,1,W,none,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3755,0,11,11,13,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4756,0,12,12,2,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,13,13,9,1,V,none,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3923,0,14,14,7,1,X,space,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,space,4.3346,space,1,0.4394,0,0,0,28,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.5247,0,1,1,22,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3019,0,2,2,36,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,0,0.3089,0,3,3,39,1,M,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.4596,0,4,4,37,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.602,0,5,5,6,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,6,6,4,1,V,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3185,0,7,7,47,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,8,8,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3014,0,9,9,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3701,0,10,10,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3026,0,11,11,2,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2761,0,12,12,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3226,0,13,13,16,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.327,0,14,14,5,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,15,15,29,1,T,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,16,16,49,1,E,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3335,0,17,17,31,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3285,0,18,18,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2507,0,19,19,38,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2866,0,20,20,42,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2955,0,21,21,41,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2927,0,22,22,45,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2769,0,23,23,26,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,24,24,14,1,Y,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3082,0,25,25,30,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2967,0,26,26,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,27,27,19,1,K,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3138,0,28,28,13,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,29,29,44,1,F,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3089,0,30,30,33,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,31,31,9,1,W,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3009,0,32,32,25,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.4871,0,33,33,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3041,0,34,34,11,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2655,0,35,35,48,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2426,0,36,36,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2462,0,37,37,8,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.229,0,38,38,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2381,0,39,39,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM26K,001,PUM26K,2024-03-25_07h59.37.406,Trial go no go,2020.2.10,Win32,60,,,,1,,0,40,40,24,1,H,none,,,,,,,,,,,,,,
