resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,29.79,space,18.711,space,10.716,space,1,0.683,0,0,0,1,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.504,0,1,1,3,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,2,2,9,1,V,none,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.533,0,3,3,0,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.535,0,4,4,10,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.451,0,5,5,13,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.437,0,6,6,11,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,7,7,4,1,W,none,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.442,0,8,8,6,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,9,9,14,1,K,none,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.462,0,10,10,2,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.452,0,11,11,7,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.387,0,12,12,5,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.437,0,13,13,8,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.388,0,14,14,12,1,X,space,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,space,6.869,space,1,0.497,0,0,0,8,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,1,1,39,1,M,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,2,2,19,1,K,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,3,3,44,1,F,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.334,0,4,4,36,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.423,0,5,5,31,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,6,6,29,1,T,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.43,0,7,7,16,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.398,0,8,8,17,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,9,9,4,1,V,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.392,0,10,10,33,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.396,0,11,11,38,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.334,0,12,12,10,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.335,0,13,13,28,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.299,0,14,14,30,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.325,0,15,15,25,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.303,0,16,16,35,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.27,0,17,17,45,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.301,0,18,18,5,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.284,0,19,19,2,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.296,0,20,20,13,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.266,0,21,21,15,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.241,0,22,22,48,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.239,0,23,23,40,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.257,0,24,24,47,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.289,0,25,25,43,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,0,0.272,0,26,26,14,1,Y,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.405,0,27,27,46,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.34,0,28,28,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.349,0,29,29,20,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,30,30,34,1,N,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.343,0,31,31,23,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.387,0,32,32,12,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.437,0,33,33,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.335,0,34,34,0,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.337,0,35,35,18,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.323,0,36,36,6,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.309,0,37,37,21,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,38,38,9,1,W,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.388,0,39,39,22,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.312,0,40,40,37,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.305,0,41,41,26,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,42,42,49,1,E,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.285,0,43,43,41,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.289,0,44,44,7,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.292,0,45,45,11,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.262,0,46,46,1,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.324,0,47,47,3,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,space,1,0.288,0,48,48,42,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,1,,0,49,49,24,1,H,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,z,27.808,,0,0,0,0,37,1,W,space,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,1,1,27,1,F,space,0.415,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,2,2,49,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,3,3,19,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,4,4,6,1,I,space,0.412,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,5,5,9,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,6,6,12,1,L,space,0.355,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,7,7,10,1,H,space,0.393,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,8,8,38,1,E,space,0.384,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,9,9,21,1,R,space,0.35,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,10,10,0,1,W,space,0.321,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,11,11,22,1,T,space,0.35,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,12,12,47,1,H,space,0.359,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,13,13,3,1,T,space,0.325,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,14,14,25,1,I,space,0.326,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,15,15,8,1,F,space,0.31,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,16,16,23,1,Y,space,0.327,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,17,17,24,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,18,18,42,1,Y,space,0.375,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,19,19,35,1,N,space,0.358,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,20,20,29,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,21,21,33,1,V,space,0.335,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,22,22,11,1,K,space,0.382,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,23,23,18,1,W,space,0.359,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,24,24,45,1,A,space,0.34,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,25,25,40,1,R,space,0.5,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,26,26,34,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,27,27,48,1,K,space,0.346,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,28,28,16,1,N,space,0.327,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,29,29,4,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,30,30,46,1,F,space,0.284,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,31,31,28,1,H,space,0.326,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,32,32,7,1,A,space,0.312,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,33,33,39,1,X,none,,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,34,34,17,1,M,space,0.266,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,1,0,35,35,15,1,V,space,0.268,,
,,,,,,,,,,,,,,,,WRO109,001,WRO109,2024-06-17_13h07.38.640,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,space,0,0,36,36,14,1,X,none,0.271,,
