resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_trial_Test1.rt,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,34.513,space,17.158,space,14.582,,1,0,0,0,14,1,K,none,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,1,1,0,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,2,2,12,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,3,3,6,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,4,4,1,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,5,5,8,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,6,6,3,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,7,7,7,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,8,8,2,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,9,9,13,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,10,10,5,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,11,11,10,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,12,12,9,1,V,none,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0,13,13,11,1,X,space,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,0,14,14,4,1,W,none,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,space,7.406,,1,0,0,0,19,1,K,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,space,1,0,1,1,35,1,X,space,0.328,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,space,1,0,2,2,37,1,X,space,0.503,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,space,1,0,3,3,26,1,X,space,0.417,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,space,1,0,4,4,1,1,X,space,0.284,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,,1,0,5,5,44,1,F,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,space,1,0,6,6,13,1,X,space,0.376,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,,1,0,7,7,39,1,M,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WRO104,001,WRO104,2024-05-13_08h18.32.691,Trial go no go,2020.2.10,Win32,60,,,,space,1,0,8,8,2,1,X,space,0.375,,,,,,,,,,,,,,
