resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_trial_Prac1.rt,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_trial_Test1.rt,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0,40,40,6,1,X,space,0.2987,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0,41,41,22,1,X,space,0.3028,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0,42,42,1,1,X,space,0.3035,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0,43,43,21,1,X,space,0.274,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0,44,44,38,1,X,space,0.3543,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,0,0,45,45,44,1,F,none,0.2803,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,0,0,46,46,29,1,T,none,0.278,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,0,0,47,47,36,1,X,space,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,space,1,0,48,48,3,1,X,space,0.2839,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,1,0,49,49,4,1,V,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,z,17.5764,space,1,0.8159,0,0,0,43,1,I,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.4462,0,1,1,48,1,K,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,1,,0,2,2,4,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3154,0,3,3,3,1,T,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.4515,0,4,4,17,1,M,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,1,,0,5,5,39,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2903,0,6,6,41,1,T,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,1,,0,7,7,34,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,0,0.3426,0,8,8,29,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,0,,0,9,9,12,1,L,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3272,0,10,10,46,1,F,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3374,0,11,11,7,1,A,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,1,,0,12,12,19,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2855,0,13,13,1,1,E,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.4722,0,14,14,42,1,Y,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.57,0,15,15,45,1,A,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3318,0,16,16,21,1,R,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3162,0,17,17,15,1,V,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3651,0,18,18,16,1,N,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3656,0,19,19,0,1,W,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,1,,0,20,20,9,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2994,0,21,21,10,1,H,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3018,0,22,22,31,1,L,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3193,0,23,23,8,1,F,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,0,0.2864,0,24,24,44,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3014,0,25,25,35,1,N,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3016,0,26,26,26,1,A,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3369,0,27,27,33,1,V,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.4202,0,28,28,23,1,Y,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3838,0,29,29,37,1,W,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3667,0,30,30,25,1,I,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3338,0,31,31,5,1,Y,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3043,0,32,32,22,1,T,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,0,0.3332,0,33,33,24,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3066,0,34,34,20,1,E,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2844,0,35,35,32,1,Z,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2652,0,36,36,2,1,R,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.4354,0,37,37,6,1,I,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3181,0,38,38,38,1,E,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3088,0,39,39,40,1,R,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2809,0,40,40,47,1,H,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3185,0,41,41,36,1,M,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3845,0,42,42,11,1,K,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3194,0,43,43,30,1,K,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2866,0,44,44,28,1,H,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,0,0.3011,0,45,45,49,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.2681,0,46,46,13,1,Z,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,0,0.2524,0,47,47,14,1,X,none,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.3197,0,48,48,27,1,F,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,space,1,0.275,0,49,49,18,1,W,space,,
,,,,,,,,,,,,,,,WWA132,001,WWA132,2024-01-29_14h03.59.984,Trial go no go,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.9875
