resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_trial_Test1.rt,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
space,14.6413,space,11.8674,space,7.4736,space,1,0.6016,0,0,0,11,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,14,1,K,none,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5282,0,2,2,1,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3971,0,3,3,3,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3741,0,4,4,2,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3985,0,5,5,10,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,6,6,9,1,V,none,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4278,0,7,7,7,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4119,0,8,8,6,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3977,0,9,9,5,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.374,0,10,10,0,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,11,11,4,1,W,none,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3954,0,12,12,13,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3701,0,13,13,8,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3121,0,14,14,12,1,X,space,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,space,7.0977,,1,0,0,0,9,1,W,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,1,1,43,1,X,space,0.3991,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,,1,0,2,2,44,1,F,none,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,3,3,20,1,X,space,0.2693,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,4,4,47,1,X,space,0.4913,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,5,5,22,1,X,space,0.2983,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,6,6,37,1,X,space,0.3199,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,7,7,23,1,X,space,0.334,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,8,8,33,1,X,space,0.4405,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,9,9,12,1,X,space,0.2844,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,10,10,15,1,X,space,0.2529,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wro61,001,,2023-08-01_15h42.05.833,Trial go no go,2020.2.10,MacIntel,60,IwAR38JyETrN6Neis15PjlpDkoBmd2ZBwPY7KWoDzs-lYgfvJhvcg7atYrgvA,,,space,1,0,11,11,2,1,X,space,0.2978,,,,,,,,,,,,,,
