resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,key_resp_Test2.rt,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,resp_theEnd.keys,resp_theEnd.rt
space,28.4801,space,17.4683,space,14.2232,space,1,0.6805,0,0,0,12,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,1,1,4,1,W,none,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.5703,0,2,2,7,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4274,0,3,3,13,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,4,4,9,1,V,none,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.4506,0,5,5,3,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3839,0,6,6,8,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3052,0,7,7,5,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3239,0,8,8,6,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3246,0,9,9,2,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,0,10,10,14,1,K,none,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.375,0,11,11,1,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3609,0,12,12,10,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3672,0,13,13,11,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,1,0.3507,0,14,14,0,1,X,space,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,space,9.5973,space,1,0.5171,0,0,0,12,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,space,1,0.4256,0,1,1,32,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,space,1,0.2563,0,2,2,15,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,1,,0,3,3,24,1,H,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3343,0,4,4,21,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,,1,,0,5,5,39,1,M,none,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3004,0,6,6,27,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3076,0,7,7,37,1,X,space,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PUM30B,001,PUM30B,2024-02-05_08h16.07.711,Trial go no go,2020.2.10,Win32,60,,,space,1,0.3172,0,8,8,38,1,X,space,,,,,,,,,,,,,,
