resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,prac_trials.ran,stimulus_prac1,corrAns_prac1,participant,session,indywidualny kod,date,expName,psychopyVersion,OS,frameRate,fbclid,resp_Instr_Test1.keys,resp_Instr_Test1.rt,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test1trial.ran,stimulus_test1,corrAns_test1,resp_Instr_Test2.keys,resp_Instr_Test2.rt,key_resp_Test2.keys,key_resp_Test2.corr,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,test2trial.ran,stimulus_test2,corrAns_test2,key_resp_Test2.rt,resp_theEnd.keys,resp_theEnd.rt
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,space,0,0,37,37,14,1,X,none,0.499,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,space,0,0,38,38,19,1,X,none,0.6535,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,39,39,45,1,A,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,40,40,41,1,T,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,41,41,23,1,Y,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,space,0,0,42,42,34,1,X,none,0.4418,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,43,43,43,1,I,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,space,0,0,44,44,29,1,X,none,0.4454,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,45,45,33,1,V,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,space,0,0,46,46,39,1,X,none,0.4614,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,47,47,36,1,M,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,48,48,22,1,T,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,0,0,49,49,38,1,E,space,,,
,,,,,,,,,,,,,,,,wro69,001,,2023-10-16_11h00.55.828,Trial go no go,2020.2.10,MacIntel,60,IwAR1lpzRzgwvy8BhLb8FTyUULd88f_8vfeuA-BJvV7g6bVqrYEFPHxZ0sJE0,,,,,,,,,,,,,,,,,,,,,,,,,space,29.5816
